"","Year","Tournament","Round","Player","Opponent","WL_P1","Result","Sets_P1","Sets_P2","X1","X2","X3","X4","X5"
"1206","2014","US Open","R32","David Goffin","Grigor Dimitrov","L","6-0, 3-6, 4-6, 1-6","1","3","6-0","3-6","4-6","1-6",""
"1207","2016","Indian Wells Masters 1000","R32","David Goffin","Guido Pella","W","4-6, 6-3, 6-2","2","1","4-6","6-3","6-2","",""
"1208","2016","Rome Masters 1000","R32","David Goffin","Jack Sock","W","6-4, 6-4","2","0","6-4","6-4","","",""
"1209","2013","Winston-Salem Masters 250","R64","David Goffin","Jack Sock","W","4-6, 6-3, 1-0 RET","2","1","4-6","6-3","1-0 RET","",""
"1210","2015","Roland Garros","R32","David Goffin","Jeremy Chardy","L","3-6, 4-6, 2-6","0","3","3-6","4-6","2-6","",""
"1211","2015","Rome Masters 1000","R32","David Goffin","Jo-Wilfried Tsonga","W","6-2, 4-6, 7-5","2","1","6-2","4-6","7-5","",""
"1212","2015","Monte Carlo Masters 1000","R32","David Goffin","Jo-Wilfried Tsonga","L","3-6, 4-6","0","2","3-6","4-6","","",""
"1213","2014","Metz Masters 250","Q","David Goffin","Jo-Wilfried Tsonga","W","1-6, 7-6(5), 7-5","2","1","1-6","7-6","7-5","",""
"1214","2014","London Masters 250","R32","David Goffin","Jo-Wilfried Tsonga","L","6-7, 2-6","0","2","6-7","2-6","","",""
"1215","2013","Wimbledon","R128","David Goffin","Jo-Wilfried Tsonga","L","6-7, 4-6, 3-6","0","3","6-7","4-6","3-6","",""
"1216","2015","Gstaad Masters 250","Q","David Goffin","Joao Sousa","W","6-7, 6-4, 7-6","2","1","6-7","6-4","7-6","",""
"1217","2014","Metz Masters 250","F","David Goffin","Joao Sousa","W","6-4, 6-3","2","0","6-4","6-3","","",""
"1218","2014","US Open","R64","David Goffin","Joao Sousa","W","6-4, 6-2, 6-0","3","0","6-4","6-2","6-0","",""
"1219","2015","Shanghai Masters 1000","R32","David Goffin","John Isner","L","3-6, 6-7","0","2","3-6","6-7","","",""
"1220","2012","Valencia Masters 500","R16","David Goffin","John Isner","W","7-6(2), 4-6, 6-4","2","1","7-6","4-6","6-4","",""
"1221","2012","Winston-Salem Masters 250","Q","David Goffin","John Isner","L","6-7, 3-6","0","2","6-7","3-6","","",""
"1222","2015","Montreal Masters 1000","R16","David Goffin","Kei Nishikori","L","4-6, 4-6","0","2","4-6","4-6","","",""
"1223","2015","Madrid Masters 1000","R32","David Goffin","Kei Nishikori","L","2-6, 6-4, 4-6","1","2","2-6","6-4","4-6","",""
"1224","2015","Miami Masters 1000","R16","David Goffin","Kei Nishikori","L","1-6, 2-6","0","2","1-6","2-6","","",""
"1225","2016","Madrid Masters 1000","R64","David Goffin","Lucas Pouille","L","6-7, 6-2, 6-7","1","2","6-7","6-2","6-7","",""
"1226","2016","Brisbane Masters 250","R16","David Goffin","Lucas Pouille","L","6-7, 6-4, 3-6","1","2","6-7","6-4","3-6","",""
"1227","2016","Rotterdam Masters 500","R32","David Goffin","Marcos Baghdatis","L","1-6, 7-5, 6-7","1","2","1-6","7-5","6-7","",""
"1228","2015","Wimbledon","R32","David Goffin","Marcos Baghdatis","W","6-3, 6-4, 6-2","3","0","6-3","6-4","6-2","",""
"1229","2015","Dubai Masters 500","R32","David Goffin","Marcos Baghdatis","L","2-6, 5-7","0","2","2-6","5-7","","",""
"1230","2015","Australian Open","R64","David Goffin","Marcos Baghdatis","L","1-6, 4-6, 6-4, 0-6","1","3","1-6","4-6","6-4","0-6",""
"1231","2012","Stockholm Masters 250","R32","David Goffin","Marcos Baghdatis","L","4-6, 2-6","0","2","4-6","2-6","","",""
"1232","2016","Indian Wells Masters 1000","Q","David Goffin","Marin Cilic","W","7-6, 6-2","2","0","7-6","6-2","","",""
"1233","2016","Indian Wells Masters 1000","S","David Goffin","Milos Raonic","L","3-6, 6-3, 3-6","1","2","3-6","6-3","3-6","",""
"1234","2014","Basel Masters 500","Q","David Goffin","Milos Raonic","W","6-7(3), 6-3, 6-4","2","1","6-7","6-3","6-4","",""
"1235","2013","Monte Carlo Masters 1000","R64","David Goffin","Nicolas Almagro","L","6-2, 1-6, 3-6","1","2","6-2","1-6","3-6","",""
"1236","2013","Miami Masters 1000","R32","David Goffin","Nicolas Almagro","L","3-6, 4-6","0","2","3-6","4-6","","",""
"1237","2012","Miami Masters 1000","R64","David Goffin","Nicolas Almagro","L","4-6, 2-6","0","2","4-6","2-6","","",""
"1238","2015","s-Hertogenbosch Masters 250","F","David Goffin","Nicolas Mahut","L","6-7, 1-6","0","2","6-7","1-6","","",""
"1239","2012","Winston-Salem Masters 250","R64","David Goffin","Nicolas Mahut","W","7-6(3), 6-1","2","0","7-6","6-1","","",""
"1240","2016","Miami Masters 1000","S","David Goffin","Novak Djokovic","L","6-7, 4-6","0","2","6-7","4-6","","",""
"1241","2015","Cincinnati Masters 1000","R16","David Goffin","Novak Djokovic","L","4-6, 6-2, 3-6","1","2","4-6","6-2","3-6","",""
"1242","2013","Cincinnati Masters 1000","R16","David Goffin","Novak Djokovic","L","2-6, 0-6","0","2","2-6","0-6","","",""
"1243","2013","Roland Garros","R128","David Goffin","Novak Djokovic","L","6-7, 4-6, 5-7","0","3","6-7","4-6","5-7","",""
"1244","2013","Estoril/Oeiras Masters 250","R16","David Goffin","Pablo Carreno Busta","L","6-1, 2-6, 2-6","1","2","6-1","2-6","2-6","",""
"1245","2015","Munich Masters 250","Q","David Goffin","Philipp Kohlschreiber","L","6-2, 3-6, 4-6","1","2","6-2","3-6","4-6","",""
"1246","2014","Kitzbuhel Masters 250","R16","David Goffin","Philipp Kohlschreiber","W","6-3, 7-5","2","0","6-3","7-5","","",""
"1247","2013","Miami Masters 1000","R64","David Goffin","Philipp Kohlschreiber","W","7-6(5), 4-6, 6-2","2","1","7-6","4-6","6-2","",""
"1248","2015","US Open","R64","David Goffin","Ricardas Berankis","W","5-7, 6-4, 3-6, 6-2, 6-1","3","2","5-7","6-4","3-6","6-2","6-1"
"1249","2015","Chennai Masters 250","R16","David Goffin","Ricardas Berankis","W","6-0, 4-6, 7-6(1)","2","1","6-0","4-6","7-6","",""
"1250","2015","US Open","R32","David Goffin","Roberto Bautista Agut","L","6-2, 7-5, 3-6, 1-3 RET","2","2","6-2","7-5","3-6","1-3 RET",""
"1251","2013","Dubai Masters 500","R32","David Goffin","Roberto Bautista Agut","L","2-6, 5-7","0","2","2-6","5-7","","",""
"1252","2016","Australian Open","R16","David Goffin","Roger Federer","L","2-6, 1-6, 4-6","0","3","2-6","1-6","4-6","",""
"1253","2015","Basel Masters 500","Q","David Goffin","Roger Federer","L","3-6, 6-3, 1-6","1","2","3-6","6-3","1-6","",""
"1254","2014","Basel Masters 500","F","David Goffin","Roger Federer","L","2-6, 2-6","0","2","2-6","2-6","","",""
"1255","2012","Roland Garros","R16","David Goffin","Roger Federer","L","7-5, 5-7, 2-6, 4-6","1","3","7-5","5-7","2-6","4-6",""
"1256","2015","Montreal Masters 1000","R32","David Goffin","Sam Querrey","W","6-4, 6-4","2","0","6-4","6-4","","",""
"1257","2016","Indian Wells Masters 1000","R16","David Goffin","Stan Wawrinka","W","6-3, 5-7, 7-6","2","1","6-3","5-7","7-6","",""
"1258","2015","Wimbledon","R16","David Goffin","Stan Wawrinka","L","6-7, 6-7, 4-6","0","3","6-7","6-7","4-6","",""
"1259","2015","Chennai Masters 250","S","David Goffin","Stan Wawrinka","L","5-7, 3-6","0","2","5-7","3-6","","",""
"1260","2011","Chennai Masters 250","R16","David Goffin","Stan Wawrinka","L","6-7, 6-7","0","2","6-7","6-7","","",""
"1261","2015","Montreal Masters 1000","R64","David Goffin","Steve Johnson","W","6-2, 6-2","2","0","6-2","6-2","","",""
"1262","2016","Rome Masters 1000","R16","David Goffin","Tomas Berdych","W","6-0, 6-0","2","0","6-0","6-0","","",""
"1263","2016","Marseille Masters 250","Q","David Goffin","Tomas Berdych","L","3-6, 4-6","0","2","3-6","4-6","","",""
"1264","2012","US Open","R128","David Goffin","Tomas Berdych","L","5-7, 3-6, 3-6","0","3","5-7","3-6","3-6","",""
"1265","2013","Cincinnati Masters 1000","R32","David Goffin","Vasek Pospisil","W","7-5, 1-6, 7-6(6)","2","1","7-5","1-6","7-6","",""
"1266","2016","Miami Masters 1000","R32","David Goffin","Viktor Troicki","W","6-1, 6-1","2","0","6-1","6-1","","",""
"1267","2013","Indian Wells Masters 1000","R128","David Goffin","Viktor Troicki","W","4-6, 6-3, 6-4","2","1","4-6","6-3","6-4","",""
"1268","2012","Winston-Salem Masters 250","R32","David Goffin","Viktor Troicki","W","3-6, 6-4, 7-5","2","1","3-6","6-4","7-5","",""
"1269","2015","Munich Masters 250","R16","Dominic Thiem","Fabio Fognini","W","6-3, 6-0","2","0","6-3","6-0","","",""
"1270","2015","Gstaad Masters 250","R16","Dominic Thiem","Federico Delbonis","W","6-3, 6-4","2","0","6-3","6-4","","",""
"1271","2015","Shanghai Masters 1000","R32","Dominic Thiem","Feliciano Lopez","L","7-6, 6-7, 3-6","1","2","7-6","6-7","3-6","",""
"1272","2015","Gstaad Masters 250","S","Dominic Thiem","Feliciano Lopez","W","6-3, 6-7, 6-3","2","1","6-3","6-7","6-3","",""
"1273","2015","Miami Masters 1000","R64","Dominic Thiem","Feliciano Lopez","W","7-6(4), 4-6, 6-3","2","1","7-6","4-6","6-3","",""
"1274","2014","US Open","R32","Dominic Thiem","Feliciano Lopez","W","6-4, 6-2, 6-3","3","0","6-4","6-2","6-3","",""
"1275","2014","Madrid Masters 1000","R16","Dominic Thiem","Feliciano Lopez","L","WO","0","0","WO","","","",""
"1276","2015","Umag Masters 250","S","Dominic Thiem","Gael Monfils","W","1-6, 6-3, 6-1","2","1","1-6","6-3","6-1","",""
"1277","2016","Sydney Masters 250","R16","Dominic Thiem","Gilles Muller","L","6-7, 2-2 RET","0","1","6-7","2-2 RET","","",""
"1278","2015","Rome Masters 1000","R32","Dominic Thiem","Gilles Simon","W","7-6(5), 2-0 RET","2","0","7-6","2-0 RET","","",""
"1279","2014","Toronto Masters 1000","R64","Dominic Thiem","Gilles Simon","L","6-3, 4-6, 0-6","1","2","6-3","4-6","0-6","",""
"1280","2014","Nice Masters 250","R16","Dominic Thiem","Gilles Simon","L","3-6, 6-4, 2-6","1","2","3-6","6-4","2-6","",""
"1281","2014","Indian Wells Masters 1000","R64","Dominic Thiem","Gilles Simon","W","7-6(5), 6-2","2","0","7-6","6-2","","",""
"1282","2016","Acapulco Masters 500","Q","Dominic Thiem","Grigor Dimitrov","W","7-5, 6-2","2","0","7-5","6-2","","",""
"1283","2016","Rio de Janeiro Masters 500","S","Dominic Thiem","Guido Pella","L","1-6, 4-6","0","2","1-6","4-6","","",""
"1284","2016","Indian Wells Masters 1000","R32","Dominic Thiem","Jack Sock","W","7-5, 6-7, 6-1","2","1","7-5","6-7","6-1","",""
"1285","2015","Miami Masters 1000","R32","Dominic Thiem","Jack Sock","W","6-4, 6-3","2","0","6-4","6-3","","",""
"1286","2016","Indian Wells Masters 1000","R16","Dominic Thiem","Jo-Wilfried Tsonga","L","3-6, 2-6","0","2","3-6","2-6","","",""
"1287","2013","Vienna Masters 250","Q","Dominic Thiem","Jo-Wilfried Tsonga","L","4-6, 6-3, 6-7","1","2","4-6","6-3","6-7","",""
"1288","2015","St. Petersburg Masters 250","S","Dominic Thiem","Joao Sousa","L","4-6, 6-7","0","2","4-6","6-7","","",""
"1289","2015","Umag Masters 250","F","Dominic Thiem","Joao Sousa","W","6-4, 6-1","2","0","6-4","6-1","","",""
"1290","2015","Marseille Masters 250","R32","Dominic Thiem","Joao Sousa","W","7-6(6), 6-4","2","0","7-6","6-4","","",""
"1291","2014","Australian Open","R128","Dominic Thiem","Joao Sousa","W","5-7, 6-4, 6-3, 7-6(3)","3","1","5-7","6-4","6-3","7-6",""
"1292","2015","Beijing Masters 500","R32","Dominic Thiem","John Isner","L","5-7, 1-6","0","2","5-7","1-6","","",""
"1293","2015","Nice Masters 250","S","Dominic Thiem","John Isner","W","7-6(5), 6-3","2","0","7-6","6-3","","",""
"1294","2016","Rome Masters 1000","Q","Dominic Thiem","Kei Nishikori","L","3-6, 5-7","0","2","3-6","5-7","","",""
"1295","2015","Halle Masters 500","R32","Dominic Thiem","Kei Nishikori","L","6-7, 5-7","0","2","6-7","5-7","","",""
"1296","2015","Paris Masters 1000","R32","Dominic Thiem","Kevin Anderson","L","7-6, 6-7, 6-7","1","2","7-6","6-7","6-7","",""
"1297","2015","US Open","R32","Dominic Thiem","Kevin Anderson","L","3-6, 6-7, 6-7","0","3","3-6","6-7","6-7","",""
"1298","2014","Tokyo Masters 500","R32","Dominic Thiem","Kevin Anderson","L","6-7, 4-6","0","2","6-7","4-6","","",""
"1299","2014","Australian Open","R64","Dominic Thiem","Kevin Anderson","L","4-6, 3-6, 4-6","0","3","4-6","3-6","4-6","",""
"1300","2015","Monte Carlo Masters 1000","R64","Dominic Thiem","Lucas Pouille","L","4-6, 4-6","0","2","4-6","4-6","","",""
"1301","2016","Brisbane Masters 250","Q","Dominic Thiem","Marin Cilic","W","2-6, 7-6, 6-4","2","1","2-6","7-6","6-4","",""
"1302","2015","Cincinnati Masters 1000","R64","Dominic Thiem","Martin Klizan","L","6-7, 6-3, 6-7","1","2","6-7","6-3","6-7","",""
"1303","2012","Kitzbuhel Masters 250","R32","Dominic Thiem","Martin Klizan","L","1-6, 6-3, 5-7","1","2","1-6","6-3","5-7","",""
"1304","2015","Nice Masters 250","R16","Dominic Thiem","Nick Kyrgios","W","4-3 RET","1","0","4-3 RET","","","",""
"1305","2016","Buenos Aires Masters 250","F","Dominic Thiem","Nicolas Almagro","W","7-6, 3-6, 7-6","2","1","7-6","3-6","7-6","",""
"1306","2016","Australian Open","R64","Dominic Thiem","Nicolas Almagro","W","6-3, 6-1, 6-3","3","0","6-3","6-1","6-3","",""
"1307","2014","Monte Carlo Masters 1000","R64","Dominic Thiem","Nicolas Mahut","L","6-4, 3-6, 2-6","1","2","6-4","3-6","2-6","",""
"1308","2016","Miami Masters 1000","R16","Dominic Thiem","Novak Djokovic","L","3-6, 4-6","0","2","3-6","4-6","","",""
"1309","2014","Shanghai Masters 1000","R32","Dominic Thiem","Novak Djokovic","L","3-6, 4-6","0","2","3-6","4-6","","",""
"1310","2016","Buenos Aires Masters 250","R32","Dominic Thiem","Pablo Carreno Busta","W","6-0, 3-6, 6-3","2","1","6-0","3-6","6-3","",""
"1311","2015","Gstaad Masters 250","Q","Dominic Thiem","Pablo Carreno Busta","W","6-4, 3-6, 6-2","2","1","6-4","3-6","6-2","",""
"1312","2015","Roland Garros","R64","Dominic Thiem","Pablo Cuevas","L","6-7, 5-7, 7-6, 5-7","1","3","6-7","5-7","7-6","5-7",""
"1313","2016","Munich Masters 250","F","Dominic Thiem","Philipp Kohlschreiber","L","6-7, 6-4, 6-7","1","2","6-7","6-4","6-7","",""
"1314","2015","Kitzbuhel Masters 250","S","Dominic Thiem","Philipp Kohlschreiber","L","0-6, 6-7","0","2","0-6","6-7","","",""
"1315","2016","Monte Carlo Masters 1000","R16","Dominic Thiem","Rafael Nadal","L","5-7, 3-6","0","2","5-7","3-6","","",""
"1316","2016","Buenos Aires Masters 250","S","Dominic Thiem","Rafael Nadal","W","6-4, 4-6, 7-6","2","1","6-4","4-6","7-6","",""
"1317","2014","Roland Garros","R64","Dominic Thiem","Rafael Nadal","L","2-6, 2-6, 3-6","0","3","2-6","2-6","3-6","",""
"1318","2015","Basel Masters 500","R16","Dominic Thiem","Richard Gasquet","L","6-7, 4-6","0","2","6-7","4-6","","",""
"1319","2015","Dubai Masters 500","R32","Dominic Thiem","Roberto Bautista Agut","L","3-6, 2-6","0","2","3-6","2-6","","",""
"1320","2015","Marseille Masters 250","Q","Dominic Thiem","Roberto Bautista Agut","L","6-7, 3-6","0","2","6-7","3-6","","",""
"1321","2015","Australian Open","R128","Dominic Thiem","Roberto Bautista Agut","L","6-4, 2-6, 3-6, 6-7","1","3","6-4","2-6","3-6","6-7",""
"1322","2016","Rome Masters 1000","R16","Dominic Thiem","Roger Federer","W","7-6, 6-4","2","0","7-6","6-4","","",""
"1323","2016","Brisbane Masters 250","S","Dominic Thiem","Roger Federer","L","1-6, 4-6","0","2","1-6","4-6","","",""
"1324","2016","Acapulco Masters 500","S","Dominic Thiem","Sam Querrey","W","6-2, 6-2","2","0","6-2","6-2","","",""
"1325","2015","Rome Masters 1000","R16","Dominic Thiem","Stan Wawrinka","L","6-7, 4-6","0","2","6-7","4-6","","",""
"1326","2014","Paris Masters 1000","R32","Dominic Thiem","Stan Wawrinka","L","4-6, 6-7","0","2","4-6","6-7","","",""
"1327","2014","Madrid Masters 1000","R32","Dominic Thiem","Stan Wawrinka","W","1-6, 6-2, 6-4","2","1","1-6","6-2","6-4","",""
"1328","2014","Nice Masters 250","R32","Dominic Thiem","Steve Johnson","W","3-6, 7-6(5), 7-5","2","1","3-6","7-6","7-5","",""
"1329","2014","US Open","R16","Dominic Thiem","Tomas Berdych","L","1-6, 2-6, 4-6","0","3","1-6","2-6","4-6","",""
"1330","2015","Munich Masters 250","R32","Dominic Thiem","Vasek Pospisil","W","5-7, 6-4, 7-6(9)","2","1","5-7","6-4","7-6","",""
"1331","2014","Gstaad Masters 250","R32","Dominic Thiem","Viktor Troicki","L","6-7, 4-6","0","2","6-7","4-6","","",""
"1332","2016","Buenos Aires Masters 250","R32","Fabio Fognini","Federico Delbonis","L","7-6, 4-6, 4-6","1","2","7-6","4-6","4-6","",""
"1333","2015","Rio de Janeiro Masters 500","Q","Fabio Fognini","Federico Delbonis","W","6-4, 6-7(10), 7-6(9)","2","1","6-4","6-7","7-6","",""
"1334","2013","Hamburg Masters 500","F","Fabio Fognini","Federico Delbonis","W","4-6, 7-6(8), 6-2","2","1","4-6","7-6","6-2","",""
"1335","2015","US Open","R16","Fabio Fognini","Feliciano Lopez","L","3-6, 6-7, 1-6","0","3","3-6","6-7","1-6","",""
"1336","2015","Montreal Masters 1000","R64","Fabio Fognini","Gael Monfils","L","3-6, 1-6","0","2","3-6","1-6","","",""
"1337","2014","Roland Garros","R32","Fabio Fognini","Gael Monfils","L","7-5, 2-6, 4-6, 6-0, 2-6","2","3","7-5","2-6","4-6","6-0","2-6"
"1338","2014","Indian Wells Masters 1000","R32","Fabio Fognini","Gael Monfils","W","6-2, 3-6, 7-5","2","1","6-2","3-6","7-5","",""
"1339","2013","Umag Masters 250","S","Fabio Fognini","Gael Monfils","W","6-0, 3-6, 7-6(3)","2","1","6-0","3-6","7-6","",""
"1340","2013","Nice Masters 250","R16","Fabio Fognini","Gael Monfils","L","2-6, 6-7","0","2","2-6","6-7","","",""
"1341","2010","Roland Garros","R64","Fabio Fognini","Gael Monfils","W","2-6, 4-6, 7-5, 6-4, 9-7","3","2","2-6","4-6","7-5","6-4","9-7"
"1342","2008","Madrid Masters 1000","R64","Fabio Fognini","Gael Monfils","L","2-6, 4-6","0","2","2-6","4-6","","",""
"1343","2016","Australian Open","R128","Fabio Fognini","Gilles Muller","L","6-7, 6-7, 7-6, 6-7, 3-6","1","4","6-7","6-7","7-6","6-7","3-6"
"1344","2012","Madrid Masters 1000","R64","Fabio Fognini","Gilles Simon","L","7-6, 3-6, 3-6","1","2","7-6","3-6","3-6","",""
"1345","2012","Bucharest Masters 250","F","Fabio Fognini","Gilles Simon","L","4-6, 3-6","0","2","4-6","3-6","","",""
"1346","2009","Madrid Masters 1000","R32","Fabio Fognini","Gilles Simon","L","3-6, 2-6","0","2","3-6","2-6","","",""
"1347","2009","Estoril/Oeiras Masters 250","R16","Fabio Fognini","Gilles Simon","L","0-6, 5-7","0","2","0-6","5-7","","",""
"1348","2009","Rome Masters 1000","R32","Fabio Fognini","Gilles Simon","L","7-6, 2-6, 3-6","1","2","7-6","2-6","3-6","",""
"1349","2015","Rome Masters 1000","R32","Fabio Fognini","Grigor Dimitrov","W","7-6(9), 4-6, 6-0","2","1","7-6","4-6","6-0","",""
"1350","2015","Madrid Masters 1000","R32","Fabio Fognini","Grigor Dimitrov","L","6-3, 2-6, 5-7","1","2","6-3","2-6","5-7","",""
"1351","2015","Monte Carlo Masters 1000","R32","Fabio Fognini","Grigor Dimitrov","L","3-6, 4-6","0","2","3-6","4-6","","",""
"1352","2013","Paris Masters 1000","R32","Fabio Fognini","Grigor Dimitrov","L","3-6, 7-5, 2-6","1","2","3-6","7-5","2-6","",""
"1353","2013","Sydney Masters 250","R32","Fabio Fognini","Grigor Dimitrov","W","6-3, 6-1","2","0","6-3","6-1","","",""
"1354","2013","Sao Paulo Masters 250","R32","Fabio Fognini","Guido Pella","L","6-7, 6-1, 1-6","1","2","6-7","6-1","1-6","",""
"1355","2010","Doha Masters 250","R32","Fabio Fognini","Ivo Karlovic","L","4-6, 4-6","0","2","4-6","4-6","","",""
"1356","2015","Miami Masters 1000","R64","Fabio Fognini","Jack Sock","L","6-7, 1-6","0","2","6-7","1-6","","",""
"1357","2015","Hamburg Masters 500","R32","Fabio Fognini","Jeremy Chardy","W","6-3, 6-7, 6-4","2","1","6-3","6-7","6-4","",""
"1358","2014","Vina del Mar Masters 250","Q","Fabio Fognini","Jeremy Chardy","W","6-4, 3-6, 6-2","2","1","6-4","3-6","6-2","",""
"1359","2016","Auckland Masters 250","Q","Fabio Fognini","Jo-Wilfried Tsonga","L","5-7, 6-7","0","2","5-7","6-7","","",""
"1360","2014","Monte Carlo Masters 1000","R16","Fabio Fognini","Jo-Wilfried Tsonga","L","7-5, 3-6, 0-6","1","2","7-5","3-6","0-6","",""
"1361","2012","Roland Garros","R32","Fabio Fognini","Jo-Wilfried Tsonga","L","5-7, 4-6, 4-6","0","3","5-7","4-6","4-6","",""
"1362","2011","Montreal Masters 1000","R64","Fabio Fognini","Jo-Wilfried Tsonga","L","4-6, 6-7","0","2","4-6","6-7","","",""
"1363","2016","Auckland Masters 250","R32","Fabio Fognini","Joao Sousa","W","6-4, 2-6, 7-6","2","1","6-4","2-6","7-6","",""
"1364","2015","Shanghai Masters 1000","R64","Fabio Fognini","Joao Sousa","W","7-6, 6-3","2","0","7-6","6-3","","",""
"1365","2015","Umag Masters 250","Q","Fabio Fognini","Joao Sousa","L","2-6, 6-3, 6-7","1","2","2-6","6-3","6-7","",""
"1366","2014","Monte Carlo Masters 1000","R64","Fabio Fognini","Joao Sousa","W","5-7, 7-5, 6-4","2","1","5-7","7-5","6-4","",""
"1367","2012","Valencia Masters 500","R32","Fabio Fognini","John Isner","L","3-6, 7-6, 5-7","1","2","3-6","7-6","5-7","",""
"1368","2016","Madrid Masters 1000","R32","Fabio Fognini","Kei Nishikori","L","2-6, 6-3, 5-7","1","2","2-6","6-3","5-7","",""
"1369","2011","Australian Open","R128","Fabio Fognini","Kei Nishikori","L","1-6, 4-6, 7-6, 4-6","1","3","1-6","4-6","7-6","4-6",""
